artist_mbtag,lat,lon,state
AR37E341187B989A3E,36.06899,-79.7947,North Carolina
AR392MV1187FB3C3FE,40.73197,-74.17418,New Jersey
AR3DCWS1187B9A4416,41.88415,-87.63241,Illinois
AR3DWG81187B98E3FA,40.68869,-73.93918,New York
AR3DYAD1187FB3964E,36.20201,-83.74416,Tennessee
AR3GYKU1187B996AB9,41.05182,-73.54223,Connecticut
AR3JLWI1187FB37141,39.16178,-76.62184,Maryland
AR3JMC51187B9AE49D,28.53823,-81.37739,Florida
AR3KGPQ1187FB53C84,34.05349,-118.24532,California
AR3L4P91187FB42189,36.16778,-86.77836,Tennessee
AR3MSAN1187B98F06B,33.74831,-84.39111,Georgia
AR3O0021187B999BC8,42.02534,-93.6202,Iowa
AR3O66A1187FB39519,40.99471,-77.60454,Pennsylvania
AR3OS8N1187B9A5F87,29.59733,-90.71913,Louisiana
AR3SEQM1187B98E9E8,39.6425,-77.71758,Maryland
AR3UJPY1187FB5017B,34.05349,-118.24532,California
AR43KFF1187B9B74B1,30.9742,-91.52382,Louisiana
AR45KNL1187B992E53,37.77916,-122.42005,California
AR46CAD1187FB4D84B,34.05349,-118.24532,California
AR47DOS1187B996105,35.33826,-97.48561,Oklahoma
AR47JEX1187B995D81,37.83721,-94.35868,Missouri
AR47RVG1187B995CE7,30.2676,-97.74298,Texas
AR49A9P1187FB3BBBF,26.27249,-80.25306,Florida
AR4ABL21187FB3913A,40.99471,-77.60454,Pennsylvania
AR4AEIP1187FB4030A,33.74831,-84.39111,Georgia
AR4EQ231187B99368F,39.74001,-104.99226,Colorado
AR4FGSF1187FB528BE,36.16778,-86.77836,Tennessee
AR4GJ3V1187FB4245B,39.75911,-84.19444,Ohio
AR4IWYN1187FB47DF6,37.28848,-121.94486,California
AR4IYQR1187B98F8F3,41.88,-87.77891,Illinois
AR4K59J1187FB3759B,44.11559,-120.51484,Oregon
AR4NREB1187B9AEDAC,40.71455,-74.00712,New York
AR4OU721187FB4549D,35.92425,-86.87093,Tennessee
AR4PCIG1187B98D07D,36.16778,-86.77836,Tennessee
AR4PQ891187FB5CA9F,40.76099,-74.20991,New Jersey
AR4R84C1187FB3EC16,40.71455,-74.00712,New York
AR4UJ7O1187B994010,34.30246,-79.87162,South Carolina
AR4W9EZ1187B99282A,29.95369,-90.07771,Louisiana
AR4WS1U1187FB5B02E,36.16778,-86.77836,Tennessee
AR4YKRO1187B9B7829,30.06677,-81.86674,Florida
AR50Z881187B9BA197,30.33138,-81.6558,Florida
AR52EZT1187B9900BF,40.8079,-73.9454,New York
AR56CNM1187B99442A,41.9293,-88.7493,Illinois
AR56UY11187FB46D49,38.62774,-90.19951,Missouri
AR573WK1187FB47167,37.77916,-122.42005,California
AR576O51187B990C30,31.90143,-84.25274,Georgia
AR58JT11187B9AF4CC,41.30711,-72.92496,Connecticut
AR58SJE1187B9A8E4C,31.55379,-90.10785,Mississippi
AR5995Z1187B9A112B,39.73926,-89.50409,Illinois
AR5BX3Y1187FB39E93,32.74838,-117.24681,California
AR5GMAV1187FB3A8F5,34.05349,-118.24532,California
AR5LZJD1187FB4C5E5,35.66693,-80.46935,North Carolina
AR5M35O1187B9A0D74,34.05349,-118.24532,California
AR5M3681187B998D11,37.80506,-122.27302,California
AR5M4GN1187FB3F2F6,31.1689,-100.07715,Texas
AR5N8VN1187FB37A4E,47.60356,-122.32944,Washington
AR5OQSV1187B9953AF,34.05349,-118.24532,California
AR5RVV91187B9A4238,40.99471,-77.60454,Pennsylvania
AR5WPYF1187B9B40DA,38.25486,-85.7664,Kentucky
AR5ZGC11187FB417A3,37.27188,-119.27023,California
AR5ZI3K1187FB38BE0,42.31256,-71.08868,Massachusetts
AR5ZJLK1187B9B3A8E,35.99527,-78.89601,North Carolina
AR63RWN1187FB3E89A,34.56039,-90.91387,Arkansas
AR69GPS1187B99E556,44.00118,-71.6342,New Hampshire
AR6BAYL1187B9AC66F,35.83073,-85.97874,Tennessee
AR6BHP31187FB365E1,36.06899,-79.7947,North Carolina
AR6BUE51187B9B5D71,37.82245,-85.69091,Kentucky
AR6BUYW1187B98E221,34.19451,-90.5651,Mississippi
AR6C6VO1187FB4E267,35.14968,-90.04892,Tennessee
AR6CFZ71187B99AE5B,34.23497,-77.94599,North Carolina
AR6DGPH1187B998587,35.83073,-85.97874,Tennessee
AR6GSIE1187B98C3C7,39.49974,-111.54732,Utah
AR6HAZT1187FB4A3AA,35.48703,-93.8277,Arkansas
AR6HEHH1187B9985F9,41.41013,-75.66079,Pennsylvania
AR6HLKR1187B9A735A,34.05349,-118.24532,California
AR6IJJ41187B98C872,26.30116,-98.1607,Texas
AR6J3X81187FB59A7B,40.65507,-73.94888,New York
AR6KNZ01187B9A35D1,34.05349,-118.24532,California
AR6OTKA1187B9B6697,34.16788,-111.9307,Arizona
AR6RXJD1187B9B8B23,39.74001,-104.99226,Colorado
AR6TD9K1187B9A207D,35.00459,-91.25019,Arkansas
AR6TKMQ1187B9ACEDA,40.65507,-73.94888,New York
AR6UQ8H1187B99DA9E,34.16612,-106.02612,New Mexico
AR6UVLC1187B9B4D4C,42.33168,-83.04792,Michigan
AR6W5MS1187FB3BF47,34.05349,-118.24532,California
AR6WICD1187B998708,39.95227,-75.16237,Pennsylvania
AR6Y8JF1187B9BA1D5,33.92192,-93.14939,Arkansas
AR7358P1187B9B6880,41.50075,-99.68095,Nebraska
AR76YOD1187FB46B24,40.71455,-74.00712,New York
AR77B521187FB4CC70,37.16793,-95.84502,Kansas
AR77FBJ1187FB49D8D,42.33168,-83.04792,Michigan
AR7AOEJ1187FB3D279,33.35303,-90.59005,Mississippi
AR7BMMV1187FB5B2D7,39.15093,-123.2079,California
AR7BPLI1187FB4A306,37.77916,-122.42005,California
AR7CKG21187B9AD40F,39.73926,-89.50409,Illinois
AR7EF9H1187FB4D8A3,30.53301,-92.08238,Louisiana
AR7EL201187B9B85D9,39.52517,-87.1187,Indiana
AR7G0NH1187FB42E47,34.82973,-89.5647,Mississippi
AR7GUNF1187B990CCF,35.2225,-80.83754,North Carolina
AR7ISJJ1187B9B2CD6,31.1689,-100.07715,Texas
AR7JPF81187B988D23,32.29869,-90.18049,Mississippi
AR7KKE01187FB3D87B,31.58076,-84.15601,Georgia
AR7MNIX1187B9A2A68,34.05349,-118.24532,California
AR7OCK81187B98D1F1,34.05349,-118.24532,California
AR7Q6QB1187B98A864,27.9758,-81.54106,Florida
AR7QAHN1187FB35F8B,26.12367,-80.14356,Florida
AR7S48C1187B99711E,33.15049,-96.83464,Texas
AR7SF1N1187B9A91D1,33.56173,-81.72239,South Carolina
AR7TTCH1187FB3F95C,34.60515,-98.38983,Oklahoma
AR7TTS41187B9B42D3,34.36401,-89.51877,Mississippi
AR7V3VQ1187B9A08AA,30.2676,-97.74298,Texas
AR7W7Z01187B998286,37.82245,-85.69091,Kentucky
AR7XU1L1187B98D481,42.31256,-71.08868,Massachusetts
AR80OOA1187B98E726,38.25486,-85.7664,Kentucky
AR80YG31187FB58A13,40.71455,-74.00712,New York
AR82DJK1187B991107,34.05349,-118.24532,California
AR84BEJ1187FB58F65,39.95227,-75.16237,Pennsylvania
AR858UO1187FB437B4,35.21962,-80.01955,North Carolina
AR85E3Q1187B997BCA,30.42084,-87.21724,Florida
AR86QIW1187B9AD8F0,32.31928,-86.89775,Alabama
AR88F5X1187FB3EA17,36.16778,-86.77836,Tennessee
AR89DTT1187B9A7ED5,37.77916,-122.42005,California
AR8BMEQ1187B9B4214,38.2589,-92.43659,Missouri
AR8FMEN1187FB4A657,34.05349,-118.24532,California
AR8H87D1187FB3A841,34.03142,-93.50243,Arkansas
AR8HQBB1187B99F7BB,41.70671,-73.92937,New York
AR8I87E1187FB57E2E,34.26624,-118.4164,California
AR8ICFK1187FB5A3A0,42.33168,-83.04792,Michigan
AR8IS591187B9981AE,35.96043,-92.66602,Arkansas
AR8K6F31187B99C2BC,46.44231,-93.36586,Minnesota
AR8LD3R1187FB4D08F,30.9742,-91.52382,Louisiana
AR8M6LC1187B998D48,34.41925,-119.69887,California
AR8PL5L1187FB37A10,37.27188,-119.27023,California
AR8RXRI1187FB4104B,39.95227,-75.16237,Pennsylvania
AR8SBT41187B9A5FD9,40.99471,-77.60454,Pennsylvania
AR8V1WA1187B9AD9E9,42.33168,-83.04792,Michigan
AR8W8DN1187FB35ED0,34.05349,-118.24532,California
AR8WHEJ1187B98CDCA,34.7519,-92.13055,Arkansas
AR8XG9J1187FB418C1,33.54243,-90.53727,Mississippi
AR8YUQT1187FB531D0,37.27188,-119.27023,California
AR8YV1I1187FB45D2B,40.71455,-74.00712,New York
AR91C8S1187B990901,40.23447,-74.29504,New Jersey
AR91GW21187FB4F642,32.74863,-97.32925,Texas
AR93RTI1187B98ECFB,30.38815,-96.0878,Texas
AR93WAA1187FB42116,41.35644,-72.09647,Connecticut
AR95F611187B99CE1C,35.14968,-90.04892,Tennessee
AR95QS71187FB3F49A,32.67828,-83.22295,Georgia
AR9788H1187B9A05D1,39.95227,-75.16237,Pennsylvania
AR97EHA1187B98AD5F,30.33138,-81.6558,Florida
AR9AN471187B99E0DA,33.74831,-84.39111,Georgia
AR9EZGO1187B9A401F,36.73112,-91.85307,Missouri
AR9K6SJ1187B989A32,40.14323,-74.72671,New Jersey
AR9LT7R1187FB4543A,30.16602,-96.39998,Texas
AR9NA5G1187B98F460,42.33168,-83.04792,Michigan
AR9O0LF1187B99D0D1,40.71455,-74.00712,New York
AR9O98A1187FB39621,40.71455,-74.00712,New York
AR9OLFX1187B9A5762,31.30757,-96.63166,Texas
AR9ST641187B99B4DE,38.62774,-90.19951,Missouri
AR9SU0S1187FB53D0F,37.27188,-119.27023,California
AR9VI9M1187FB410CC,41.58979,-93.61566,Iowa
AR9YQN31187FB45B34,39.95227,-75.16237,Pennsylvania
ARA0YAE1187B9B1D16,35.21962,-80.01955,North Carolina
ARA26TC1187B9B8505,37.27188,-119.27023,California
ARA2ZTN1187B98E3ED,41.50471,-81.69074,Ohio
ARA65601187FB57BD9,40.71455,-74.00712,New York
ARA6QLT1187FB4CB89,34.74865,-92.27449,Arkansas
ARA7WV51187FB532B0,44.48721,-71.56889,New Hampshire
ARA82JG1187FB36131,40.76596,-95.3756,Iowa
ARA8O8L1187B9AD61D,30.79062,-89.8643,Louisiana
ARADC5W1187B993322,36.16778,-86.77836,Tennessee
ARAG1DX1187B98BB10,41.88415,-87.63241,Illinois
ARAH4TU1187FB51D28,38.62666,-88.94561,Illinois
ARAHILU122988FD7D1,37.77916,-122.42005,California
ARAJ5XN1187B9B578B,39.73926,-89.50409,Illinois
ARAJPHH1187FB5566A,40.7038,-73.83168,New York
ARAKX8D1187B98CCE2,35.83073,-85.97874,Tennessee
ARALP6I1187B989E27,40.86034,-74.12374,New Jersey
ARALUUG1187FB58696,30.43883,-90.44116,Louisiana
ARAOADX1187B98AED3,36.15398,-95.99277,Oklahoma
ARAPLFD1187B98DABD,27.9758,-81.54106,Florida
ARAQOK81187B98DD4A,37.16793,-95.84502,Kansas
ARASJQK1187FB5B9D1,35.61301,-90.33078,Arkansas
ARASWKT1187B9923B7,38.62774,-90.19951,Missouri
ARAU2Q51187FB50D4C,32.34747,-95.2943,Texas
ARAVPU21187B993957,40.19033,-82.66947,Ohio
ARAWBUP1187B9B93FC,34.7519,-92.13055,Arkansas
ARB054P1187B9AD32E,37.77916,-122.42005,California
ARB0T441187FB3B064,40.71455,-74.00712,New York
ARB1LM61187FB4DDF4,38.57842,-93.2393,Missouri
ARB29H41187B98F0EF,41.88415,-87.63241,Illinois
ARB2M051187FB56FA9,40.71455,-74.00712,New York
ARB336A1187B9A4583,42.25147,-83.18186,Michigan
ARB8KZ11187B9A21ED,32.67828,-83.22295,Georgia
ARB9WJ11187B98BF17,42.08317,-71.01724,Massachusetts
ARBE9XH1187B9A826F,40.65507,-73.94888,New York
ARBFCK11187FB4C89B,36.17191,-115.13997,Nevada
ARBFDJW1187B9AD27A,30.2676,-97.74298,Texas
ARBGXIG122988F409D,37.77916,-122.42005,California
ARBJC9U1187B9A70AC,39.95227,-75.16237,Pennsylvania
ARBJI5N1187FB400D0,40.71455,-74.00712,New York
ARBKUS51187B98A3AC,35.4948,-85.01235,Tennessee
ARBM57Q1187B9AF97C,34.05349,-118.24532,California
ARBQPXY1187B98D67B,25.89958,-97.49553,Texas
ARBR7II1187B9B821E,40.65507,-73.94888,New York
ARBU6D71187B9B5319,30.19145,-93.58068,Louisiana
ARBUHDB1187FB3E72C,46.87591,-96.78176,North Dakota
ARBUOMY1187B99F2EB,37.77916,-122.42005,California
ARBV2AK1187FB5BA33,39.95227,-75.16237,Pennsylvania
ARBWFER11C8A42BA94,37.77916,-122.42005,California
ARBYFR71187B99A2A4,30.2676,-97.74298,Texas
ARBZAIL1187FB5B1C8,42.31256,-71.08868,Massachusetts
ARC15471187FB4640C,38.49809,-98.32023,Kansas
ARC18161187FB4CF4B,40.71455,-74.00712,New York
ARC2BFH1187B98F3C8,40.71455,-74.00712,New York
ARC3JTL1187FB4A1CE,39.74023,-75.55084,Delaware
ARC6UC81187B989062,40.71455,-74.00712,New York
ARC7C241187B990F7F,33.74831,-84.39111,Georgia
ARC95UW1187B9B9A62,43.04181,-87.90684,Wisconsin
ARCBYJW1187FB51FD8,41.88415,-87.63241,Illinois
ARCDCFY122ECCBCC6A,40.99471,-77.60454,Pennsylvania
ARCDQRB11F4C844880,40.71455,-74.00712,New York
ARCDXI51187FB57A2E,40.19033,-82.66947,Ohio
ARCEEC91187B9AC4FB,44.97903,-93.26493,Minnesota
ARCH7RE1187FB5B1B9,30.22032,-92.01705,Louisiana
ARCHKD91187B9A0A42,40.71455,-74.00712,New York
ARCHVKD1187B9934E9,37.77916,-122.42005,California
ARCICZN11EB9C810B3,27.9758,-81.54106,Florida
ARCII0J1187FB3A1B4,40.71455,-74.00712,New York
ARCIXWX1187FB4F1DF,37.77916,-122.42005,California
ARCK6OL1187B99B25F,27.9758,-81.54106,Florida
ARCLJQZ11E2835CE37,37.80506,-122.27302,California
ARCLLH11187FB48DE0,32.77815,-96.7954,Texas
ARCP94M1187B9B0F56,42.88544,-78.87846,New York
ARCPN4U1187B9A94B7,42.21464,-72.59378,Massachusetts
ARCPY7O1187FB5C0B7,30.2676,-97.74298,Texas
ARCQCYR1187B99367F,46.53338,-93.70737,Minnesota
ARCQQ3S1187B9A6D98,31.1689,-100.07715,Texas
ARCSHVZ11C8A41575B,36.0632,-94.15791,Arkansas
ARCW5RB1187FB4383F,31.1689,-100.07715,Texas
ARCZ20M1187FB49687,32.77942,-91.56123,Louisiana
ARCZN5K1187FB42CF8,31.1689,-100.07715,Texas
ARD0FN11187B9B25CD,40.85715,-73.85678,New York
ARD2HR71187B99548F,34.80046,-87.67525,Alabama
ARD4LQ61187FB470F1,33.53584,-92.82984,Arkansas
ARD94MR11C8A42B029,35.83073,-85.97874,Tennessee
ARD9THI1187B98EAD0,31.1689,-100.07715,Texas
ARDBSFT1187B9AC9C1,40.71455,-74.00712,New York
ARDC3571187B9988E1,33.76672,-118.1924,California
ARDCKVJ1187FB54D1F,35.78032,-87.46671,Tennessee
ARDE52X1187FB438CD,32.67828,-83.22295,Georgia
ARDF6RM1187FB5A409,40.71455,-74.00712,New York
ARDFZE61187FB45994,35.83073,-85.97874,Tennessee
ARDHKHJ1187B9B62EA,31.1689,-100.07715,Texas
ARDHWW41187B9A86B0,43.07295,-89.38669,Wisconsin
ARDIP5S1187FB57056,27.9758,-81.54106,Florida
ARDK0551187FB5AC48,31.30627,-96.89774,Texas
ARDK5LC1187B9AB681,35.36302,-89.77895,Tennessee
ARDL6T21187FB36FDD,29.89932,-93.92938,Texas
ARDMKKB1187B9A0EDA,31.1689,-100.07715,Texas
ARDNBQU1187B9B6DC2,45.49441,-114.14328,Idaho
ARDNQ0R1187B9BA1EF,29.95369,-90.07771,Louisiana
ARDNS031187B9924F0,32.67828,-83.22295,Georgia
ARDPTGD1187B9AD361,36.87652,-89.58828,Missouri
ARDQ9AP1187B9BA3F6,42.31256,-71.08868,Massachusetts
ARDTECS1187FB538C0,42.93896,-74.18893,New York
ARDUWD61187FB58F58,32.78115,-79.9316,South Carolina
ARDW5AW1187FB55708,42.78668,-96.92803,South Dakota
ARDXWVZ1187B9B52F1,40.71455,-74.00712,New York
ARDY3451187B9A0226,38.68193,-84.59431,Kentucky
ARDZQ5U1187B9ADEAE,37.8695,-122.2705,California
ARE0OLY1187B9AD19F,40.79263,-73.80817,New York
ARE0X5X1187B993A86,42.32807,-83.7336,Michigan
ARE2QID1187B98FA19,35.74595,-89.53176,Tennessee
ARE36MM1187B991E50,31.1689,-100.07715,Texas
ARE5OK11187FB450F1,39.73926,-89.50409,Illinois
ARE815V1187B998A43,40.71455,-74.00712,New York
ARE8LV21187B9B9A6B,34.05349,-118.24532,California
ARE8V001187B994A56,30.2676,-97.74298,Texas
ARE9SYU1187B9B9838,29.18752,-82.14039,Florida
AREENKN1187B98F35D,40.71455,-74.00712,New York
AREKZKE11F50C4A7D8,44.7272,-90.10126,Wisconsin
ARELA4P1187B991507,31.1689,-100.07715,Texas
ARELMNO1187FB52929,38.03213,-78.47753,Virginia
AREN9121187B99D57A,40.71455,-74.00712,New York
ARENXFQ1187B996F17,39.95227,-75.16237,Pennsylvania
AREOGMA1187B9908EF,37.77916,-122.42005,California
AREU6JB1187B9911D4,30.9742,-91.52382,Louisiana
AREUUVW1187B99A697,40.7038,-73.83168,New York
AREV0ZO1187B997221,32.77815,-96.7954,Texas
AREW0021187B9AF8F9,40.71455,-74.00712,New York
AREW7CO1187B9A1B0D,34.05349,-118.24532,California
AREWQSE1187B9AEC6C,32.58507,-89.87374,Mississippi
AREXM411187FB560C4,34.04597,-117.84881,California
AREY3RN1187B993C5F,29.95369,-90.07771,Louisiana
AREZBYP122C86758CC,40.99471,-77.60454,Pennsylvania
AREZMPH11F4C83B364,35.83073,-85.97874,Tennessee
AREZWC61187FB52DCF,29.76045,-95.36978,Texas
ARF0COO1187B99B9EF,43.72233,-90.59239,Wisconsin
ARF1FZV1187B98C928,41.0981,-80.65079,Ohio
ARF1Q9B1187B9ADCC7,33.6671,-117.76505,California
ARF2EHS1187B994F4E,36.16778,-86.77836,Tennessee
ARF3XJD1187FB38DE0,40.69214,-89.58776,Illinois
ARF4V431187FB3AA41,27.94653,-82.45927,Florida
ARF84A41187B9A34E7,37.87869,-121.94345,California
ARF88UQ1187FB5A3E9,37.77916,-122.42005,California
ARF9BNW1187FB3F54B,35.68094,-85.77449,Tennessee
ARF9N341187B9B9BFB,40.71455,-74.00712,New York
ARFFDZU1187FB50682,40.71455,-74.00712,New York
ARFG66D1187FB536B6,40.71455,-74.00712,New York
ARFH6FT1187FB5BF47,39.49974,-111.54732,Utah
ARFLD291187B9966AA,30.2676,-97.74298,Texas
ARFN2TE11A348EFFB4,36.15398,-95.99277,Oklahoma
ARFQ3191187B98AD2E,39.76618,-86.44105,Indiana
ARFQWAA1187FB3BACB,31.1689,-100.07715,Texas
ARFRKCM1187B99A041,35.33204,-96.92483,Oklahoma
ARFS01P1187B9A395A,42.17963,-72.92483,Massachusetts
ARFVYJI1187B9B8E13,47.60356,-122.32944,Washington
ARFXRHR1187B98FF09,32.34973,-90.45987,Mississippi
ARG03XQ1187B99A494,27.9758,-81.54106,Florida
ARG09R51187FB4D5C2,34.60515,-98.38983,Oklahoma
ARG1FA61187B994921,41.0981,-80.65079,Ohio
ARG4K2W1187B99EA5D,38.00335,-79.77127,Virginia
ARG53231187FB3982D,39.95227,-75.16237,Pennsylvania
ARG9CID1187B9AB010,40.85251,-73.13585,New York
ARG9E8O1187B99AB4F,42.31256,-71.08868,Massachusetts
ARGBR4I1187B99D073,47.60356,-122.32944,Washington
ARGC7FQ1187FB409CC,40.71455,-74.00712,New York
ARGCFSQ122988F7D0B,40.19033,-82.66947,Ohio
ARGCY1Y1187B9A4FA5,36.16778,-86.77836,Tennessee
ARGEKDX1187FB3A5BF,40.65507,-73.94888,New York
ARGFFA01187B9A2D11,33.86404,-118.39535,California
ARGH53H1187B9A5511,29.76045,-95.36978,Texas
ARGHPIE1187FB3CCDF,33.7621,-90.30507,Mississippi
ARGHV4C1187B995847,41.51776,-72.75753,Connecticut
ARGIABO1187FB4B3B5,35.32689,-83.80489,North Carolina
ARGJ0911187FB4613F,40.71455,-74.00712,New York
ARGK9MB1187FB37402,40.8448,-73.93585,New York
ARGKD4W1187B990E04,33.71197,-84.10599,Georgia
ARGKWSI11F50C488CC,38.50205,-117.02258,Nevada
ARGLOWN1187B99C06D,34.82353,-89.99726,Mississippi
ARGMCPU1241B9C4C34,43.87165,-72.45165,Vermont
ARGNZOL1187FB5CE7C,37.27188,-119.27023,California
ARGOLWM1187B98CEDE,43.7427,-84.62167,Michigan
ARGP3GD1187B999801,37.80506,-122.27302,California
ARGPFYP1187B98F5CB,39.75911,-84.19444,Ohio
ARGQANQ11F50C4769E,37.87869,-121.94345,California
ARGS67J1187FB3FC1A,37.27188,-119.27023,California
ARGSJW91187B9B1D6B,35.21962,-80.01955,North Carolina
ARGSJXS1187B994788,40.71455,-74.00712,New York
ARGUACZ1187FB3F35C,41.68676,-85.97567,Indiana
ARGXNS21187B999665,27.9758,-81.54106,Florida
ARGY96L1187FB410ED,39.95227,-75.16237,Pennsylvania
ARH0Z131187B9B69E9,40.8079,-73.9454,New York
ARH0ZIQ1187B99EC94,37.77916,-122.42005,California
ARH3TXI1187FB3A486,36.16778,-86.77836,Tennessee
ARH42KA11C8A416880,37.77916,-122.42005,California
ARH4Z031187B9A71F2,40.73197,-74.17418,New Jersey
ARH9NBO1187FB43904,38.00335,-79.77127,Virginia
ARHB1961187B9B1732,34.05349,-118.24532,California
ARHBV1W1187B9B496C,30.2676,-97.74298,Texas
ARHCHE61187B9AB217,30.23513,-92.26831,Louisiana
ARHG53Q1187B9ACBFC,32.67828,-83.22295,Georgia
ARHIC3Q1187B9B1773,40.65507,-73.94888,New York
ARHK7A51187FB411D8,40.58751,-122.39293,California
